26, 5, -1, 77.20679494515821, 1
31, 8, -5, 76.2447352204388, 1
9, 5, 1, 43.57967073225714, 1
8, 9, -3, 57.99859058998399, 1
41, 9, -2, 28.024168169022335, 1
15, 7, 0, 27.09077555068611, 1
37, 5, 3, 41.83531451366458, 1
13, 5, 2, 60.06188669766063, 1
25, 11, -3, 41.75617623308199, 1
7, 13, -10, 37.98962015727037, 1
21, 11, -1, 26.060328884411536, 1
33, 7, 3, 35.900030013028676, 1
19, 6, 6, 24.403501836101942, 1
4, 8, 3, 47.18411382703053, 1
3, 8, 6, 72.17721497995613, 1
35, 8, 9, 58.57590471938297, 1
24, 11, 4, 39.67750618163489, 1
5, 11, 3, 25.202759751088404, 1
18, 8, -8, 36.76440350745213, 1
2, 13, 5, 43.89115503743446, 1
14, 12, 1, 81.08838937620838, 1
32, 11, 6, 68.32722512295705, 1
17, 11, 7, 39.88456432682136, 1
11, 9, 9, 52.668759932337814, 1
