5, -63, 29, 87.32026508665069, 1
32, -53, 27, 65.14372826849592, 1
40, -51, 38, 40.08280120034982, 1
45, -50, 38, 20.669918631146047, 1
62, -47, 33, 15.18686648504212, 1
59, -48, 39, 13.19586987677579, 1
89, -41, 28, 29.18807075416608, 1
78, -44, 40, 47.57416666089234, 1
63, -47, 44, 65.30216002499603, 1
75, -45, 48, 36.21516171979346, 1
31, -54, 57, 24.997698142752597, 1
99, -39, 65, 28.24533987811171, 1
103, -38, 65, 42.76496131836722, 1
129, -32, 66, 38.88204592578899, 1
133, -31, 66, 31.083381583397014, 1
98, -39, 64, 19.756517412687966, 1
97, -39, 62, 70.36360581838228, 1
143, -28, 61, 12.85642745649907, 1
132, -31, 60, 39.93478421855907, 1
128, -32, 57, 52.83243197525132, 1
23, -57, 67, 26.128956232910337, 1
27, -55, 65, 13.951637291062713, 1
37, -52, 65, 38.82650822992442, 1
47, -50, 65, 53.46392678952521, 1
70, -46, 65, 33.02271400123932, 1
53, -49, 64, 37.87340316477391, 1
35, -53, 62, 33.27872537013992, 1
52, -49, 63, 40.034641564261115, 1
69, -46, 63, 28.96659275735643, 1
51, -49, 61, 33.2175789582853, 1
15, -60, 60, 12.676191217457815, 1
34, -53, 60, 39.70731050831512, 1
68, -46, 60, 36.974417620390895, 1
22, -57, 58, 32.72752635767565, 1
14, -60, 57, 12.815042397218557, 1
21, -57, 56, 29.104681793262163, 1
18, -59, 54, 39.20772588171992, 1
50, -49, 57, 14.174069913994463, 1
60, -48, 55, 37.61555653491049, 1
42, -51, 52, 13.998577780009235, 1
41, -51, 51, 15.148189643513025, 1
33, -53, 49, 39.9861004305351, 1
46, -50, 48, 30.823546808411546, 1
85, -42, 53, 32.98730106144859, 1
114, -36, 54, 42.13100268425383, 1
79, -44, 51, 38.385373022077495, 1
82, -43, 51, 33.939314492181225, 1
81, -43, 48, 24.107986774102166, 1
139, -29, 53, 32.6622704593941, 1
109, -37, 48, 39.950222753949596, 1
113, -36, 47, 67.63048884387777, 1
108, -37, 46, 13.284135641500407, 1
138, -29, 47, 28.11843109591325, 1
93, -40, 39, 49.12101780200968, 1
96, -39, 39, 39.967004990404725, 1
125, -33, 44, 54.72865039680983, 1
112, -36, 39, 18.581502584779372, 1
92, -40, 35, 35.851700562609366, 1
124, -33, 39, 58.69045516706071, 1
118, -35, 37, 31.72301131822994, 1
107, -37, 33, 40.35405458724083, 1
127, -32, 31, 49.94841874068723, 1
122, -34, 28, 13.14697298196876, 1
